酒蔵,ブランド,商品名,分類,使用米,精米歩合,流通区分,備考,出典URL,page_status,page_title,page_description,page_published,page_modified,page_history_excerpt,page_error,search_query,search_results,search_error
白牡丹酒造,藝陽男山,生酛純米酒 夏仕込み,純米,中生新千本,70％,限定流通,,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e8%97%9d%e9%99%bd%e7%94%b7%e5%b1%b1%e3%80%91%e7%94%9f%e9%85%9b%e7%b4%94%e7%b1%b3%e9%85%92-%e5%a4%8f%e4%bb%95%e8%be%bc%e3%81%bf-720ml%e7%93%b6%e8%a9%b0/,200,【日本酒 藝陽男山】生酛純米酒 夏仕込み 720ml瓶詰 - 白牡丹酒造,酵母・乳酸無添加 生酛純米 無濾過原酒 生酛は自然の摂理にのっとって酵母をたくましく育ててゆく先人の知恵の結晶です。蓋麹法による麹造り、木の半切桶と木の櫂による酛摺り等伝統技法により乳酸菌の発酵を待ち、蔵内に住み着いた酵母が宿り自然に湧いてくるのをひたすら待ちその力を信じて生酛を造り、三段仕込みによる醪を完全発酵させ上槽しました。 酵母・乳酸無添加 生酛純米 無濾過原酒 生酛は自然の摂理にのっとって酵母をたくましく育ててゆく先人の知恵の結晶です。蓋麹法による麹造り、木の半切桶と木の櫂による酛摺り等伝統技法により乳酸菌の発酵を待ち、蔵内に住み着いた酵母が宿り自然に湧いてくるのをひたすら待ちその力を信じて生酛を造り、三段仕込みによる醪を完全発酵させ上槽しました。,,2025-04-03T07:06:30+00:00,ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 公式ネットショップ お問合せ 商品検索 ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 藝陽男山 【日本酒 藝陽男山】生酛純米酒 夏仕込み 720ml瓶詰 常温便 酵母・乳酸無添加 生酛純米 無濾過原酒 生酛は自然の摂理にのっとって酵母をたくましく育ててゆく先人の知恵の結晶です。 | 蓋麹法による麹造り、木の半切桶と木の櫂による酛摺り等伝統技法により乳酸菌の発酵を待ち、蔵内に住み着いた酵母が宿り自然に湧いてくるのをひたすら待ちその力を信じて生酛を造り、三段仕込みによる醪を完全発酵させ上槽しました。,,"""生酛純米酒 夏仕込み"" ""白牡丹酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
白牡丹酒造,藝陽男山,生酛純米酒 夏仕込み おりがらみ,純米,中生新千本,70％,限定流通,,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e8%97%9d%e9%99%bd%e7%94%b7%e5%b1%b1%e3%80%91%e7%94%9f%e9%85%9b%e7%b4%94%e7%b1%b3%e9%85%92-%e5%a4%8f%e4%bb%95%e8%be%bc%e3%81%bf-%e3%81%8a%e3%82%8a%e3%81%8c/,200,【日本酒 藝陽男山】生酛純米酒 夏仕込み おりがらみ 720ml瓶詰 - 白牡丹酒造,酵母・乳酸無添加 生酛純米 無濾過原酒 生酛は自然の摂理にのっとって酵母をたくましく育ててゆく先人の知恵の結晶です。蓋麹法による麹造り、木の半切桶と木の櫂による酛摺り等伝統技法により乳酸菌の発酵を待ち、蔵内に住み着いた酵母が宿り自然に湧いてくるのをひたすら待ちその力を信じて生酛を造り、三段仕込みによる醪を完全発酵させ上槽しました。昔ながらの艘搾りで出たおりがらみの部分を瓶詰めしました。流通限定商品 酵母・乳酸無添加 生酛純米 無濾過原酒 生酛は自然の摂理にのっとって酵母をたくましく育ててゆく先人の知恵の結晶です。蓋麹法による麹造り、木の半切桶と木の櫂による酛摺り等伝統技法により乳酸菌の発酵を待ち、蔵内に住み着いた酵母が宿り自然に湧いてくるのをひたすら待ちその力を信じて生酛を造り、三段仕込みによる醪を完全発酵させ上槽しました。昔ながらの艘搾りで出たおりがらみの部分を瓶詰めしました。流通限定商品,,2025-04-03T07:21:21+00:00,ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 公式ネットショップ お問合せ 商品検索 ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 藝陽男山 【日本酒 藝陽男山】生酛純米酒 夏仕込み おりがらみ 720ml瓶詰 常温便 酵母・乳酸無添加 生酛純米 おりがらみ 生酛は自然の摂理にのっとって酵母をたくましく育ててゆく先人の知恵の結晶です。 | 蓋麹法による麹造り、木の半切桶と木の櫂による酛摺り等伝統技法により乳酸菌の発酵を待ち、蔵内に住み着いた酵母が宿り自然に湧いてくるのをひたすら待ちその力を信じて生酛を造り、三段仕込みによる醪を完全発酵させ上槽しました。,,"""生酛純米酒 夏仕込み おりがらみ"" ""白牡丹酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
白牡丹酒造,藝陽男山,生酛純米酒 夏仕込み 生酒,純米,中生新千本,70％,限定流通,,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e8%97%9d%e9%99%bd%e7%94%b7%e5%b1%b1%e3%80%91%e7%94%9f%e9%85%9b%e7%b4%94%e7%b1%b3%e9%85%92-%e5%a4%8f%e4%bb%95%e8%be%bc%e3%81%bf-%e7%94%9f%e9%85%92-720ml%e7%93%b6/,200,【日本酒 藝陽男山】生酛純米酒 夏仕込み 生酒 720ml瓶詰 - 白牡丹酒造,酵母・乳酸無添加 生酛純米 無濾過原酒 生酛は自然の摂理にのっとって酵母をたくましく育ててゆく先人の知恵の結晶です。蓋麹法による麹造り、木の半切桶と木の櫂による酛摺り等伝統技法により乳酸菌の発酵を待ち、蔵内に住み着いた酵母が宿り自然に湧いてくるのをひたすら待ちその力を信じて生酛を造り、三段仕込みによる醪を完全発酵させ上槽しました。搾ったお酒を加熱せず生のまま瓶詰めしました。流通限定商品 酵母・乳酸無添加 生酛純米 無濾過原酒 生酛は自然の摂理にのっとって酵母をたくましく育ててゆく先人の知恵の結晶です。蓋麹法による麹造り、木の半切桶と木の櫂による酛摺り等伝統技法により乳酸菌の発酵を待ち、蔵内に住み着いた酵母が宿り自然に湧いてくるのをひたすら待ちその力を信じて生酛を造り、三段仕込みによる醪を完全発酵させ上槽しました。搾ったお酒を加熱せず生のまま瓶詰めしました。流通限定商品,,2025-04-03T07:14:12+00:00,ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 公式ネットショップ お問合せ 商品検索 ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 藝陽男山 【日本酒 藝陽男山】生酛純米酒 夏仕込み 生酒 720ml瓶詰 常温便 酵母・乳酸無添加 生酛純米 生酒 生酛は自然の摂理にのっとって酵母をたくましく育ててゆく先人の知恵の結晶です。 | 蓋麹法による麹造り、木の半切桶と木の櫂による酛摺り等伝統技法により乳酸菌の発酵を待ち、蔵内に住み着いた酵母が宿り自然に湧いてくるのをひたすら待ちその力を信じて生酛を造り、三段仕込みによる醪を完全発酵させ上槽しました。,,"""生酛純米酒 夏仕込み 生酒"" ""白牡丹酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
白牡丹酒造,白牡丹,純米吟醸,純米吟醸,山田錦,60％,一般流通,,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e5%90%9f%e9%86%b8-1-8l%e7%93%b6%e8%a9%b0/,200,【日本酒 白牡丹】純米吟醸 1.8L瓶詰 - 白牡丹酒造,ワイングラスでおいしい日本酒アワード２０２３メイン部門 最高金賞受賞酒米の風味を活かした芳醇な深みのある味わいのお酒。 ワイングラスでおいしい日本酒アワード２０２３メイン部門 最高金賞受賞酒米の風味を活かした芳醇な深みのある味わいのお酒。,,2026-06-02T07:29:26+00:00,ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 公式ネットショップ お問合せ 商品検索 ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 白牡丹 【日本酒 白牡丹】純米吟醸 1.8L瓶詰 常温便 ワイングラスでおいしい日本酒アワード２０２３ メイン部門 最高金賞受賞酒 米の風味を活かした芳醇な深みのある味わいのお酒。,,"""純米吟醸"" ""白牡丹酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
白牡丹酒造,白牡丹,純米吟醸 中汲み,純米吟醸,山田錦,50％,限定流通,,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e5%90%9f%e9%86%b8-%e4%b8%ad%e6%b1%b2%e3%81%bf-720ml%e7%93%b6%e8%a9%b0%e3%80%90%e6%b5%81%e9%80%9a%e9%99%90/,200,【日本酒 白牡丹】純米吟醸 中汲み 720ml瓶詰【流通限定】 - 白牡丹酒造,山田錦を用い､味ある少し甘めの純米吟醸に仕上げました。純米吟醸中汲みは醪を極力負荷をかけず搾った丸みのあるお酒です。数量が少なくデリケートな酒質のお酒ですので､数量･出荷先限定となります。お取扱店などは電話・メールにてお問い合わせ下さい。 山田錦を用い､味ある少し甘めの純米吟醸に仕上げました。純米吟醸中汲みは醪を極力負荷をかけず搾った丸みのあるお酒です。数量が少なくデリケートな酒質のお酒ですので､数量･出荷先限定となります。お取扱店などは電話・メールにてお問い合わせ下さい。,,2025-06-16T06:23:27+00:00,ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 公式ネットショップ お問合せ 商品検索 ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 白牡丹 【日本酒 白牡丹】純米吟醸 中汲み 720ml瓶詰【流通限定】 常温便 山田錦を用い､味ある少し甘めの純米吟醸に仕上げました。 | 数量が少なくデリケートな酒質のお酒ですので､数量･出荷先限定となります。,,"""純米吟醸 中汲み"" ""白牡丹酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
白牡丹酒造,白牡丹,純米吟醸 生貯蔵酒,純米吟醸,山田錦,60％,輸出・海外向け,,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e5%90%9f%e9%86%b8-%e7%94%9f%e8%b2%af%e8%94%b5%e9%85%92-300ml%e7%93%b6%e8%a9%b0-%e3%80%90%e8%bc%b8%e5%87%ba/,200,【日本酒 白牡丹】純米吟醸 生貯蔵酒 300ml瓶詰【輸出専用】 - 白牡丹酒造,輸出専用商品 輸出専用商品,,,,,"""純米吟醸 生貯蔵酒"" ""白牡丹酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
白牡丹酒造,白牡丹,純米吟醸萌えいぶき,純米吟醸,萌えいぶき,60％,一般流通,,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e5%90%9f%e9%86%b8%e8%90%8c%e3%81%88%e3%81%84%e3%81%b6%e3%81%8d1-8%ef%bd%8c%e7%93%b6%e8%a9%b0/,200,【日本酒 白牡丹】純米吟醸萌えいぶき1.8Ｌ瓶詰 - 白牡丹酒造,広島県・ＪＡ・広島県酒造組合などが共同で10年の歳月をかけて開発した酒造好適米『萌えいぶき』を100％使用。米の特徴を活かした柔らかで豊かな味わいの純米吟醸酒。 広島県・ＪＡ・広島県酒造組合などが共同で10年の歳月をかけて開発した酒造好適米『萌えいぶき』を100％使用。米の特徴を活かした柔らかで豊かな味わいの純米吟醸酒。,,2026-05-29T02:54:28+00:00,ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 公式ネットショップ お問合せ 商品検索 ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 白牡丹 【日本酒 白牡丹】純米吟醸萌えいぶき1.8Ｌ瓶詰 常温便 広島県・ＪＡ・広島県酒造組合などが共同で10年の歳月をかけて開発した酒造好適米『萌えいぶき』を100％使用。,,"""純米吟醸萌えいぶき"" ""白牡丹酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
白牡丹酒造,白牡丹,純米大吟醸 令和一号酵母,純米大吟醸,山田錦,50％,一般流通,,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e5%a4%a7%e5%90%9f%e9%86%b8-%e4%bb%a4%e5%92%8c%e4%b8%80%e5%8f%b7%e9%85%b5%e6%af%8d-720ml%e7%93%b6%e8%a9%b0/,200,【日本酒 白牡丹】純米大吟醸 令和一号酵母 720ml瓶詰 - 白牡丹酒造,【日本酒 白牡丹】純米大吟醸 令和一号酵母 720ml瓶詰 ワイングラスでおいしい日本酒アワード２０２３ プレミアム大吟醸部門 金賞受賞酒 広島令和一号酵母で仕込んだ純米大吟醸。広島県が独自に開発した令和１号酵母の果実様の香りが特徴の純米大吟醸です。酒造好適米『山田錦』を５０%まで磨き、丁寧に洗米、厳格に限定吸水したお米をしっかりと蒸し上げ、麹造り・仕込みに用いました。自家製の白麹を一部使用することによる心地よい酸味が楽しめます。 このお酒は、ワイングラスで味わうことでさらに一層香りと味わいを楽しむことができます。お酒の本来の滑らかな味わいを感じることができるでしょう。 この純米大吟醸は、特別な宴会やお祝いの席、贈答品に最適です。豊かな香りと繊細な味わいを楽しむことができ、贈られた方に喜ばれること間違いなしです。 【日本酒 白牡丹】純米大吟醸 令和一号酵母 720ml瓶詰 ワイングラスでおいしい日本酒アワード２０２３ プレミアム大吟醸部門 金賞受賞酒 広島令和一号酵母で仕込んだ純米大吟醸。広島県が独自に開発した令和１号酵母の果実様の香りが特徴の純米大吟醸です。酒造好適米『山田錦』を５０%まで磨き、丁寧に洗米、厳格に限定吸水したお米をしっかりと蒸し上げ、麹造り・仕込みに用いました。自家製の白麹を一部使用することによる心地よい酸味が楽しめます。 このお酒は、ワイングラスで味わうことでさらに一層香りと味わいを楽しむことができます。お酒の本来の滑らかな味わいを感じることができるでしょう。 この純米大吟醸は、特別な宴会やお祝いの席、贈答品に最適です。豊かな香りと繊細な味わいを楽しむことができ、贈られた方に喜ばれること間違いなしです。,,2026-05-29T02:32:17+00:00,ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 公式ネットショップ お問合せ 商品検索 ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 白牡丹 【日本酒 白牡丹】純米大吟醸 令和一号酵母 720ml瓶詰 常温便 【日本酒 白牡丹】純米大吟醸 令和一号酵母 720ml瓶詰 ワイングラスでおいしい日本酒アワード２０２３～２５ ３年連続プレミアム大吟醸部門 金賞受賞酒 広島令和一号酵母で仕込んだ純米大吟醸。 | 広島県が独自に開発した令和１号酵母の果実様の香りが特徴の純米大吟醸です。 | 酒造好適米『山田錦』を５０%まで磨き、丁寧に洗米、厳格に限定吸水したお米をしっかりと蒸し上げ、麹造り・仕込みに用いました。,,"""純米大吟醸 令和一号酵母"" ""白牡丹酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
白牡丹酒造,白牡丹,純米大吟醸 原酒 万年蔵 杜氏 鹿島正,純米大吟醸,千本錦,38％,一般流通,,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e5%a4%a7%e5%90%9f%e9%86%b8-%e5%8e%9f%e9%85%92-%e4%b8%87%e5%b9%b4%e8%94%b5-%e6%9d%9c%e6%b0%8f-%e9%b9%bf/,200,【日本酒 白牡丹】純米大吟醸 原酒 万年蔵 杜氏 鹿島正1.8L瓶詰 - 白牡丹酒造,白牡丹酒造 万年蔵杜氏 鹿島正が『広島らしさ』にこだわり醸し出した極上の逸品です。広島独自の酒造好適米『千本錦』を自社精米所で３８％まで丁寧に精米したものを使用し、酵母にはフルーティーでさわやかな香りを生み出す『広島もみじ酵母』を使用しました。広島伝統の軟水醸造法により仕上げた、上品できめ細やかなお酒を食事とともにお楽しみ下さい。2020全国燗酒コンテスト 最高金賞受賞 白牡丹酒造 万年蔵杜氏 鹿島正が『広島らしさ』にこだわり醸し出した極上の逸品です。広島独自の酒造好適米『千本錦』を自社精米所で３８％まで丁寧に精米したものを使用し、酵母にはフルーティーでさわやかな香りを生み出す『広島もみじ酵母』を使用しました。広島伝統の軟水醸造法により仕上げた、上品できめ細やかなお酒を食事とともにお楽しみ下さい。2020全国燗酒コンテスト 最高金賞受賞,,2025-09-08T07:14:40+00:00,ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 公式ネットショップ お問合せ 商品検索 ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 白牡丹 【日本酒 白牡丹】純米大吟醸 原酒 万年蔵 杜氏 鹿島正1.8L瓶詰 常温便 白牡丹酒造 万年蔵杜氏 鹿島正が『広島らしさ』にこだわり醸し出した極上の逸品です。 | 広島独自の酒造好適米『千本錦』を自社精米所で３８％まで丁寧に精米したものを使用し、酵母にはフルーティーでさわやかな香りを生み出す『広島もみじ酵母』を使用しました。 | 広島伝統の軟水醸造法により仕上げた、上品できめ細やかなお酒を食事とともにお楽しみ下さい。,,"""純米大吟醸 原酒 万年蔵 杜氏 鹿島正"" ""白牡丹酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
白牡丹酒造,白牡丹,純米大吟醸 悠星(ゆうせい),純米大吟醸,八反35号,50％,一般流通,,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e5%a4%a7%e5%90%9f%e9%86%b8-%e6%82%a0%e6%98%9f%e3%82%86%e3%81%86%e3%81%9b%e3%81%84720ml%e7%93%b6%e8%a9%b0/,200,【日本酒 白牡丹】純米大吟醸 悠星(ゆうせい)720ml瓶詰 - 白牡丹酒造,【白牡丹】純米大吟醸 悠星は、広島の美しい自然と伝統を感じる一本です。 瀬戸内海の夜にきらめく星々をイメージした瓶で、厳島神社の大鳥居の装いが目を引きます。この商品は、広島ならではの米と酵母を使用し、広島杜氏の技術で仕込みました。 広島令和一号酵母の特徴であるジューシーなメロンの香りが広がります。そして、八反３５号由来のさっぱりとした口当たりとキレの良さが魅力です。飲み終わった後も香りの余韻が心地良く残ります。 その美味しさは、広島のお土産としてもおすすめの逸品です。大切な方への贈り物としても喜ばれること間違いありません。 日本酒が好きな方や、特別な日にピッタリです。また、和食や魚介料理との相性も抜群です。家族や友人との食事の場でも、この悠星を共有することで更なる絆が生まれることでしょう。 ぜひ、この白牡丹の純米大吟醸をお試しください。広島の風土や技術が生み出した、一杯の逸品に出会えることでしょう。 【白牡丹】純米大吟醸 悠星は、広島の美しい自然と伝統を感じる一本です。 瀬戸内海の夜にきらめく星々をイメージした瓶で、厳島神社の大鳥居の装いが目を引きます。この商品は、広島ならではの米と酵母を使用し、広島杜氏の技術で仕込みました。 広島令和一号酵母の特徴であるジューシーなメロンの香りが広がります。そして、八反３５号由来のさっぱりとした口当たりとキレの良さが魅力です。飲み終わった後も香りの余韻が心地良く残ります。 その美味しさは、広島のお土産としてもおすすめの逸品です。大切な方への贈り物としても喜ばれること間違いありません。 日本酒が好きな方や、特別な日にピッタリです。また、和食や魚介料理との相性も抜群です。家族や友人との食事の場でも、この悠星を共有することで更なる絆が生まれることでしょう。 ぜひ、この白牡丹の純米大吟醸をお試しください。広島の風土や技術が生み出した、一杯の逸品に出会えることでしょう。,,2026-05-29T02:31:22+00:00,この商品は、広島ならではの米と酵母を使用し、広島杜氏の技術で仕込みました。 | 広島令和一号酵母の特徴であるジューシーなメロンの香りが広がります。,,"""純米大吟醸 悠星(ゆうせい)"" ""白牡丹酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
白牡丹酒造,白牡丹,純米大吟醸 龍王井,純米大吟醸,中生新千本,48％,輸出・海外向け,,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e9%be%8d%e7%8e%8b%e4%ba%95-300ml%e7%93%b6%e8%a9%b0%e3%80%90%e8%bc%b8%e5%87%ba/,200,【日本酒 白牡丹】純米大吟醸 龍王井 1.8L瓶詰【輸出専用】 - 白牡丹酒造,輸出専用商品 輸出専用商品,,,,,"""純米大吟醸 龍王井"" ""白牡丹酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
白牡丹酒造,白牡丹,純米生酒 氷華,純米,中生新千本,70％,季節商品,,https://www.hakubotan.co.jp/products/%e3%80%90%e5%87%8d%e7%b5%90%e7%94%9f%e9%85%92%e3%80%91%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e7%94%9f%e9%85%92%e3%80%80%e6%b0%b7%e8%8f%af300ml/,200,【凍結生酒】【日本酒 白牡丹】純米生酒 氷華 300ml瓶詰 - 白牡丹酒造,垂れ口から落ちてきたお酒を無濾過原酒のまま瓶詰め、急速凍結しました。非常にデリケートで蔵内でしか味わえなかったお酒を急速凍結することにより何時でもお楽しみ頂けます。口に含むとほのかなプチプチとしたガス感とフルーティーなしっかりとした甘みが口中に広がります。(株)テクニカン 液体急速凍結機 凍眠 により凍結しました。凍ったままのお酒をお届けします。冷凍便専用商品。他の商品との同梱はできません。流水などで解凍してからお飲みください。 垂れ口から落ちてきたお酒を無濾過原酒のまま瓶詰め、急速凍結しました。非常にデリケートで蔵内でしか味わえなかったお酒を急速凍結することにより何時でもお楽しみ頂けます。口に含むとほのかなプチプチとしたガス感とフルーティーなしっかりとした甘みが口中に広がります。(株)テクニカン 液体急速凍結機 凍眠 により凍結しました。凍ったままのお酒をお届けします。冷凍便専用商品。他の商品との同梱はできません。流水などで解凍してからお飲みください。,,2026-08-31T00:39:30+00:00,,,"""純米生酒 氷華"" ""白牡丹酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
白牡丹酒造,白牡丹,純米酒,純米,国産米,70％,一般流通,,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e9%85%92-1-8l%e7%93%b6%e8%a9%b0/,200,【日本酒 白牡丹】純米酒 1.8L瓶詰 - 白牡丹酒造,全国燗酒コンテスト2022 お値打ち燗酒部門金賞受賞酒造りは、古くから一麹・二もと・三造りと云われています。米麹の中に活きづいた麹の酵素を上手に働かせ、活かし込んだ純米酒です。麹が引き出した純米酒独特の深みのある味わいをお楽しみください。 全国燗酒コンテスト2022 お値打ち燗酒部門金賞受賞酒造りは、古くから一麹・二もと・三造りと云われています。米麹の中に活きづいた麹の酵素を上手に働かせ、活かし込んだ純米酒です。麹が引き出した純米酒独特の深みのある味わいをお楽しみください。,,2026-05-29T05:02:46+00:00,ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 公式ネットショップ お問合せ 商品検索 ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 白牡丹 【日本酒 白牡丹】純米酒 1.8L瓶詰 常温便 全国燗酒コンテスト2022 お値打ち燗酒部門金賞受賞 酒造りは、古くから一麹・二もと・三造りと云われています。,,"""純米酒"" ""白牡丹酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
白牡丹酒造,白牡丹,純米酒 山田錦 米だけの酒,純米,山田錦,75％,一般流通,,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e9%85%92%e3%80%80%e5%b1%b1%e7%94%b0%e9%8c%a6%e3%80%80%e7%b1%b3%e3%81%a0%e3%81%91%e3%81%ae%e9%85%92-900ml/,200,【日本酒 白牡丹】純米酒 山田錦 米だけの酒 900mlパック詰 - 白牡丹酒造,酒造好適米山田錦を麹米・掛米ともに全量使用して、酒都西条の名水で仕込んだ、米と水だけで醸し出したお酒。うまさがちがう米（山田錦）１００％のこだわり商品です。冷蔵庫で冷やしてお召し上がりいただきますと、旨さがより薫りたちます。また、お燗するときは、人肌燗にしていただきますときめ細やかな味わいが心地よく喉にしみわたります。 酒造好適米山田錦を麹米・掛米ともに全量使用して、酒都西条の名水で仕込んだ、米と水だけで醸し出したお酒。うまさがちがう米（山田錦）１００％のこだわり商品です。冷蔵庫で冷やしてお召し上がりいただきますと、旨さがより薫りたちます。また、お燗するときは、人肌燗にしていただきますときめ細やかな味わいが心地よく喉にしみわたります。,,2026-05-29T05:15:21+00:00,ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 公式ネットショップ お問合せ 商品検索 ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 白牡丹 【日本酒 白牡丹】純米酒 山田錦 米だけの酒 900mlパック詰 常温便 酒造好適米山田錦を麹米・掛米ともに全量使用して、酒都西条の名水で仕込んだ、米と水だけで醸し出したお酒。,,"""純米酒 山田錦 米だけの酒"" ""白牡丹酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
白牡丹酒造,白牡丹,華 純米吟醸,純米吟醸,国産米,60％,輸出・海外向け,,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e8%8f%af%e3%80%80%e7%b4%94%e7%b1%b3%e5%90%9f%e9%86%b8%e3%80%80-300ml%e7%93%b6%e3%80%90%e8%bc%b8%e5%87%ba%e5%b0%82%e7%94%a8/,200,【日本酒 白牡丹】華 純米吟醸 720ml瓶【輸出専用】 - 白牡丹酒造,輸出専用商品 輸出専用商品,,2026-07-24T07:17:29+00:00,,,"""華 純米吟醸"" ""白牡丹酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
白牡丹酒造,白牡丹,超特撰,その他,国産米100％,60％,一般流通,,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e8%b6%85%e7%89%b9%e6%92%b0-1-8l%e7%93%b6%e8%a9%b0-2%e6%9c%ac/,200,【日本酒 白牡丹】超特撰 1.8L瓶詰2本 - 白牡丹酒造,白牡丹の贈答向け商品として長年にわたり定番となっている商品きめ細やかなコクとすっきりとしたのどごしが好評です。 白牡丹の贈答向け商品として長年にわたり定番となっている商品きめ細やかなコクとすっきりとしたのどごしが好評です。,,2026-08-31T00:44:23+00:00,,,"""超特撰"" ""白牡丹酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
