酒蔵,ブランド,商品名,出典URL,http_status,serving_terms,serving_snippet,scan_error
賀茂鶴酒造,賀茂鶴,大吟醸 天凜,https://shop.kamotsuru.jp/SHOP/tenrin720.html,200.0,冷酒 / 燗酒,"酒 グッズ・食品 価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,000円 10,001円以上 シーンから探す ギフト 冷酒にオススメ 燗酒にオススメ 祝宴・晴れの席 ご結婚・結納 父の日 母の日 コンテスト受賞酒 バレンタイン 奉献酒（御供・棟上げ） 就職祝いや退職・昇進・栄転など ブランドから探す 大吟醸 賀茂鶴天凛 大吟醸 吟凛雅 スパークリング清酒 賀茂鶴光壽 純米大吟醸 瑞兆賀茂鶴 大吟醸 吉祥賀茂鶴 大吟",
賀茂鶴酒造,賀茂鶴,大吟醸 特製ゴールド賀茂鶴,https://shop.kamotsuru.jp/SHOP/GK-A2.html,200.0,冷酒 / 燗酒,"酒 グッズ・食品 価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,000円 10,001円以上 シーンから探す ギフト 冷酒にオススメ 燗酒にオススメ 祝宴・晴れの席 ご結婚・結納 父の日 母の日 コンテスト受賞酒 バレンタイン 奉献酒（御供・棟上げ） 就職祝いや退職・昇進・栄転など ブランドから探す 大吟醸 賀茂鶴天凛 大吟醸 吟凛雅 スパークリング清酒 賀茂鶴光壽 純米大吟醸 瑞兆賀茂鶴 大吟醸 吉祥賀茂鶴 大吟",
賀茂鶴酒造,賀茂鶴,大吟醸 賀茂鶴 双鶴,https://shop.kamotsuru.jp/SHOP/SK-A1.html,200.0,冷酒 / 燗酒,"酒 グッズ・食品 価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,000円 10,001円以上 シーンから探す ギフト 冷酒にオススメ 燗酒にオススメ 祝宴・晴れの席 ご結婚・結納 父の日 母の日 コンテスト受賞酒 バレンタイン 奉献酒（御供・棟上げ） 就職祝いや退職・昇進・栄転など ブランドから探す 大吟醸 賀茂鶴天凛 大吟醸 吟凛雅 スパークリング清酒 賀茂鶴光壽 純米大吟醸 瑞兆賀茂鶴 大吟醸 吉祥賀茂鶴 大吟",
賀茂鶴酒造,賀茂鶴,大吟醸 限定搾汁,https://shop.kamotsuru.jp/SHOP/346519/346484/list.html,200.0,冷酒 / 燗酒,"酒 グッズ・食品 価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,000円 10,001円以上 シーンから探す ギフト 冷酒にオススメ 燗酒にオススメ 祝宴・晴れの席 ご結婚・結納 父の日 母の日 コンテスト受賞酒 バレンタイン 奉献酒（御供・棟上げ） 就職祝いや退職・昇進・栄転など ブランドから探す 大吟醸 賀茂鶴天凛 大吟醸 吟凛雅 スパークリング清酒 賀茂鶴光壽 純米大吟醸 瑞兆賀茂鶴 大吟醸 吉祥賀茂鶴 大吟",
賀茂鶴酒造,賀茂鶴,大吟醸原酒 あらばしり,https://shop.kamotsuru.jp/SHOP/346440/346519/list.html,200.0,冷酒 / 燗酒 / 冷やして,"酒 グッズ・食品 価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,000円 10,001円以上 シーンから探す ギフト 冷酒にオススメ 燗酒にオススメ 祝宴・晴れの席 ご結婚・結納 父の日 母の日 コンテスト受賞酒 バレンタイン 奉献酒（御供・棟上げ） 就職祝いや退職・昇進・栄転など ブランドから探す 大吟醸 賀茂鶴天凛 大吟醸 吟凛雅 スパークリング清酒 賀茂鶴光壽 純米大吟醸 瑞兆賀茂鶴 大吟醸 吉祥賀茂鶴 大吟",
賀茂鶴酒造,賀茂鶴,本醸造 からくち,https://shop.kamotsuru.jp/SHOP/honkara1800.html,200.0,冷酒 / 燗酒,"酒 グッズ・食品 価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,000円 10,001円以上 シーンから探す ギフト 冷酒にオススメ 燗酒にオススメ 祝宴・晴れの席 ご結婚・結納 父の日 母の日 コンテスト受賞酒 バレンタイン 奉献酒（御供・棟上げ） 就職祝いや退職・昇進・栄転など ブランドから探す 大吟醸 賀茂鶴天凛 大吟醸 吟凛雅 スパークリング清酒 賀茂鶴光壽 純米大吟醸 瑞兆賀茂鶴 大吟醸 吉祥賀茂鶴 大吟",
賀茂鶴酒造,賀茂鶴,本醸造 上等酒,https://shop.kamotsuru.jp/SHOP/joutou1800.html,200.0,冷酒 / ぬる燗 / 熱燗 / 燗酒,"酒 グッズ・食品 価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,000円 10,001円以上 シーンから探す ギフト 冷酒にオススメ 燗酒にオススメ 祝宴・晴れの席 ご結婚・結納 父の日 母の日 コンテスト受賞酒 バレンタイン 奉献酒（御供・棟上げ） 就職祝いや退職・昇進・栄転など ブランドから探す 大吟醸 賀茂鶴天凛 大吟醸 吟凛雅 スパークリング清酒 賀茂鶴光壽 純米大吟醸 瑞兆賀茂鶴 大吟醸 吉祥賀茂鶴 大吟",
賀茂鶴酒造,賀茂鶴,本醸造生貯蔵酒 ひやしざけ,https://shop.kamotsuru.jp/SHOP/hiyashizake720.html,200.0,冷酒 / 常温 / 燗酒 / 冷やして,"酒 グッズ・食品 価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,000円 10,001円以上 シーンから探す ギフト 冷酒にオススメ 燗酒にオススメ 祝宴・晴れの席 ご結婚・結納 父の日 母の日 コンテスト受賞酒 バレンタイン 奉献酒（御供・棟上げ） 就職祝いや退職・昇進・栄転など ブランドから探す 大吟醸 賀茂鶴天凛 大吟醸 吟凛雅 スパークリング清酒 賀茂鶴光壽 純米大吟醸 瑞兆賀茂鶴 大吟醸 吉祥賀茂鶴 大吟",
賀茂鶴酒造,賀茂鶴,樽酒,https://shop.kamotsuru.jp/SHOP/taruzake1800.html,200.0,飲み頃 / 冷酒 / ぬる燗 / 燗酒,×115×410（ｍｍ） （1.8L瓶サイズ：110×110×400（ｍｍ）） 穏やかな杉の香り まろやかな味わい 芳醇な味わいの「賀茂鶴」を杉樽に貯蔵し、 杉の香りが移った最高の飲み頃時期に瓶詰めしました。 樽酒特有の香りとコク、旨みを、お楽しみ下さい。 賀茂鶴の味わい 賀茂鶴の酒は創醸以来「アマ・カラ・ピン・ウマ」の四拍子揃った味を心掛けています。 歴代の杜氏が醸し続けてきた味を守ることは、ただ同じ味を造り続けることではありません。 受け継がれてきた酒造りの技を今に伝えさ,
賀茂鶴酒造,賀茂鶴,特別本醸造 蔵出し原酒,https://shop.kamotsuru.jp/SHOP/kuradashi-genshu720.html,200.0,冷酒 / 燗酒,"酒 グッズ・食品 価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,000円 10,001円以上 シーンから探す ギフト 冷酒にオススメ 燗酒にオススメ 祝宴・晴れの席 ご結婚・結納 父の日 母の日 コンテスト受賞酒 バレンタイン 奉献酒（御供・棟上げ） 就職祝いや退職・昇進・栄転など ブランドから探す 大吟醸 賀茂鶴天凛 大吟醸 吟凛雅 スパークリング清酒 賀茂鶴光壽 純米大吟醸 瑞兆賀茂鶴 大吟醸 吉祥賀茂鶴 大吟",
賀茂鶴酒造,賀茂鶴,特別本醸造 超特撰特等酒,https://shop.kamotsuru.jp/SHOP/tokutou1800.html,200.0,飲み方 / 冷酒 / ぬる燗 / 燗酒,長きにわたりお取扱いいただいております。 燗にして旨味が増し、料理の味を引き立たせます。 京都・先斗町「ますだ」の太田晴章さんは賀茂鶴法人設立100周年誌のインタビューで、「どんな飲み方にも料理にも応えてくれる。そんな器の大きいお酒だと思います。」とおっしゃっています。 是非、一度おいしいお料理と一緒にお召し上がりください。 「おうちキャンプ」「キャンプ」にお燗酒 秋から冬にかけては燗酒がおすすめです。「燗酒」は安らぎを感じさせ、ときには 癒しを感じさせるといいます。「キャン,
賀茂鶴酒造,賀茂鶴,生囲い純米,https://shop.kamotsuru.jp/SHOP/namakakoi-junmai720.html,200.0,冷酒 / 燗酒,"酒 グッズ・食品 価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,000円 10,001円以上 シーンから探す ギフト 冷酒にオススメ 燗酒にオススメ 祝宴・晴れの席 ご結婚・結納 父の日 母の日 コンテスト受賞酒 バレンタイン 奉献酒（御供・棟上げ） 就職祝いや退職・昇進・栄転など ブランドから探す 大吟醸 賀茂鶴天凛 大吟醸 吟凛雅 スパークリング清酒 賀茂鶴光壽 純米大吟醸 瑞兆賀茂鶴 大吟醸 吉祥賀茂鶴 大吟",
賀茂鶴酒造,賀茂鶴,生貯蔵酒 冷温「蔵生」囲い,https://shop.kamotsuru.jp/SHOP/kuranama1800.html,200.0,冷酒 / 燗酒,"酒 グッズ・食品 価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,000円 10,001円以上 シーンから探す ギフト 冷酒にオススメ 燗酒にオススメ 祝宴・晴れの席 ご結婚・結納 父の日 母の日 コンテスト受賞酒 バレンタイン 奉献酒（御供・棟上げ） 就職祝いや退職・昇進・栄転など ブランドから探す 大吟醸 賀茂鶴天凛 大吟醸 吟凛雅 スパークリング清酒 賀茂鶴光壽 純米大吟醸 瑞兆賀茂鶴 大吟醸 吉祥賀茂鶴 大吟",
賀茂鶴酒造,賀茂鶴,白壁の郷,https://shop.kamotsuru.jp/SHOP/sirakabe1800.html,200.0,冷酒 / 熱燗 / 燗酒,"酒 グッズ・食品 価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,000円 10,001円以上 シーンから探す ギフト 冷酒にオススメ 燗酒にオススメ 祝宴・晴れの席 ご結婚・結納 父の日 母の日 コンテスト受賞酒 バレンタイン 奉献酒（御供・棟上げ） 就職祝いや退職・昇進・栄転など ブランドから探す 大吟醸 賀茂鶴天凛 大吟醸 吟凛雅 スパークリング清酒 賀茂鶴光壽 純米大吟醸 瑞兆賀茂鶴 大吟醸 吉祥賀茂鶴 大吟",
賀茂鶴酒造,賀茂鶴,純米吟醸,https://shop.kamotsuru.jp/SHOP/GP-A1.html,200.0,冷酒 / ぬる燗 / 燗酒,"酒 グッズ・食品 価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,000円 10,001円以上 シーンから探す ギフト 冷酒にオススメ 燗酒にオススメ 祝宴・晴れの席 ご結婚・結納 父の日 母の日 コンテスト受賞酒 バレンタイン 奉献酒（御供・棟上げ） 就職祝いや退職・昇進・栄転など ブランドから探す 大吟醸 賀茂鶴天凛 大吟醸 吟凛雅 スパークリング清酒 賀茂鶴光壽 純米大吟醸 瑞兆賀茂鶴 大吟醸 吉祥賀茂鶴 大吟",
賀茂鶴酒造,賀茂鶴,純米吟醸 一滴入魂,https://shop.kamotsuru.jp/SHOP/itteki720.html,200.0,冷酒 / 熱燗 / 燗酒 / 冷やして,"酒 グッズ・食品 価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,000円 10,001円以上 シーンから探す ギフト 冷酒にオススメ 燗酒にオススメ 祝宴・晴れの席 ご結婚・結納 父の日 母の日 コンテスト受賞酒 バレンタイン 奉献酒（御供・棟上げ） 就職祝いや退職・昇進・栄転など ブランドから探す 大吟醸 賀茂鶴天凛 大吟醸 吟凛雅 スパークリング清酒 賀茂鶴光壽 純米大吟醸 瑞兆賀茂鶴 大吟醸 吉祥賀茂鶴 大吟",
賀茂鶴酒造,賀茂鶴,純米吟醸 五,https://shop.kamotsuru.jp/SHOP/junmaiginjo-go.html,200.0,冷酒 / 燗酒,"酒 グッズ・食品 価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,000円 10,001円以上 シーンから探す ギフト 冷酒にオススメ 燗酒にオススメ 祝宴・晴れの席 ご結婚・結納 父の日 母の日 コンテスト受賞酒 バレンタイン 奉献酒（御供・棟上げ） 就職祝いや退職・昇進・栄転など ブランドから探す 大吟醸 賀茂鶴天凛 大吟醸 吟凛雅 スパークリング清酒 賀茂鶴光壽 純米大吟醸 瑞兆賀茂鶴 大吟醸 吉祥賀茂鶴 大吟",
賀茂鶴酒造,賀茂鶴,純米大吟醸 大吟峰,https://shop.kamotsuru.jp/SHOP/originalbottle_DK-B1.html,200.0,冷酒 / 燗酒,"酒 グッズ・食品 価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,000円 10,001円以上 シーンから探す ギフト 冷酒にオススメ 燗酒にオススメ 祝宴・晴れの席 ご結婚・結納 父の日 母の日 コンテスト受賞酒 バレンタイン 奉献酒（御供・棟上げ） 就職祝いや退職・昇進・栄転など ブランドから探す 大吟醸 賀茂鶴天凛 大吟醸 吟凛雅 スパークリング清酒 賀茂鶴光壽 純米大吟醸 瑞兆賀茂鶴 大吟醸 吉祥賀茂鶴 大吟",
賀茂鶴酒造,賀茂鶴,純米大吟醸 広島錦,https://shop.kamotsuru.jp/SHOP/HK-180.html,200.0,冷酒 / 燗酒,"酒 グッズ・食品 価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,000円 10,001円以上 シーンから探す ギフト 冷酒にオススメ 燗酒にオススメ 祝宴・晴れの席 ご結婚・結納 父の日 母の日 コンテスト受賞酒 バレンタイン 奉献酒（御供・棟上げ） 就職祝いや退職・昇進・栄転など ブランドから探す 大吟醸 賀茂鶴天凛 大吟醸 吟凛雅 スパークリング清酒 賀茂鶴光壽 純米大吟醸 瑞兆賀茂鶴 大吟醸 吉祥賀茂鶴 大吟",
賀茂鶴酒造,賀茂鶴,純米大吟醸 広島錦 精米歩合38% 超辛口,https://shop.kamotsuru.jp/SHOP/hiroshimanishiki38_karakuchi.html,200.0,飲み方 / 冷酒 / 常温 / 燗酒 / 冷やして,口好きの方にこそ、味わっていただきたい蔵元限定酒です。おすすめはこれからの季節にぴったりの「冷温」で。ぜひキンキンに冷やして。 一味違う、異色の一本をこの機会にぜひ。 【おすすめの飲み方】冷温◎・常温〇 ※事前予約商品となります。10/14(火)頃より順次発送予定です。 --> 種籾からよみがえった幻の酒米「広島錦」 昭和初期、広島県の推奨品種として栽培されていたものの、背丈が高く倒れやすいことから次第に作られなくなりました。 しかし酒に仕立てると、芳醇でふくらみのある味わい,
賀茂鶴酒造,賀茂鶴,純米大吟醸 広系酒33号,https://shop.kamotsuru.jp/SHOP/junmaidaiginjo-hirokei720.html,200.0,冷酒 / 燗酒,"酒 グッズ・食品 価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,000円 10,001円以上 シーンから探す ギフト 冷酒にオススメ 燗酒にオススメ 祝宴・晴れの席 ご結婚・結納 父の日 母の日 コンテスト受賞酒 バレンタイン 奉献酒（御供・棟上げ） 就職祝いや退職・昇進・栄転など ブランドから探す 大吟醸 賀茂鶴天凛 大吟醸 吟凛雅 スパークリング清酒 賀茂鶴光壽 純米大吟醸 瑞兆賀茂鶴 大吟醸 吉祥賀茂鶴 大吟",
賀茂鶴酒造,賀茂鶴,純米大吟醸 瑞兆賀茂鶴,https://shop.kamotsuru.jp/SHOP/zuicho720.html,200.0,飲み頃 / 冷酒 / 常温 / ぬる燗 / 燗酒,"ます。 商品紹介 ■内容量 720ml ■アルコール分 16度以上17度未満 ■原材料名 米（広島県産）、米こうじ（広島県産米） ■原料米 山田錦100% ■精米歩合 38％ 【 飲み頃温度／冷温 ◎・常温 ◎・ぬる燗 ー・上燗 ー 】 function escape_html (string) { if(typeof string !== 'string') { return string; } return string.replace(/[&'`""<>]/g, func",
賀茂鶴酒造,賀茂鶴,純米酒,https://shop.kamotsuru.jp/SHOP/junmai1800.html,200.0,冷酒 / 燗酒 / 冷やして,"酒 グッズ・食品 価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,000円 10,001円以上 シーンから探す ギフト 冷酒にオススメ 燗酒にオススメ 祝宴・晴れの席 ご結婚・結納 父の日 母の日 コンテスト受賞酒 バレンタイン 奉献酒（御供・棟上げ） 就職祝いや退職・昇進・栄転など ブランドから探す 大吟醸 賀茂鶴天凛 大吟醸 吟凛雅 スパークリング清酒 賀茂鶴光壽 純米大吟醸 瑞兆賀茂鶴 大吟醸 吉祥賀茂鶴 大吟",
賀茂鶴酒造,賀茂鶴,純米酒 しぼりたて,https://shop.kamotsuru.jp/SHOP/346519/346479/list.html,200.0,冷酒 / 燗酒,"酒 グッズ・食品 価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,000円 10,001円以上 シーンから探す ギフト 冷酒にオススメ 燗酒にオススメ 祝宴・晴れの席 ご結婚・結納 父の日 母の日 コンテスト受賞酒 バレンタイン 奉献酒（御供・棟上げ） 就職祝いや退職・昇進・栄転など ブランドから探す 大吟醸 賀茂鶴天凛 大吟醸 吟凛雅 スパークリング清酒 賀茂鶴光壽 純米大吟醸 瑞兆賀茂鶴 大吟醸 吉祥賀茂鶴 大吟",
賀茂鶴酒造,賀茂鶴,純米酒 にごり酒,https://shop.kamotsuru.jp/SHOP/346519/346502/list.html,200.0,冷酒 / 燗酒,"酒 グッズ・食品 価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,000円 10,001円以上 シーンから探す ギフト 冷酒にオススメ 燗酒にオススメ 祝宴・晴れの席 ご結婚・結納 父の日 母の日 コンテスト受賞酒 バレンタイン 奉献酒（御供・棟上げ） 就職祝いや退職・昇進・栄転など ブランドから探す 大吟醸 賀茂鶴天凛 大吟醸 吟凛雅 スパークリング清酒 賀茂鶴光壽 純米大吟醸 瑞兆賀茂鶴 大吟醸 吉祥賀茂鶴 大吟",
賀茂鶴酒造,賀茂鶴,純米酒 ひやおろし,https://shop.kamotsuru.jp/SHOP/hiyaoroshi720.html,200.0,飲み頃 / 冷酒 / 燗酒 / 冷やして,の熟成した味わい 2026年、秋の季節限定酒「純米 ひやおろし」。 「ひやおろし」は、涼しい蔵で夏のあいだじっくりと熟成させた純米酒。 トンボが舞い始める秋口に、ほどよい熟成を経た飲み頃の状態で出荷されます。 穏やかな香りと奥行きのある味わいは、秋の味覚に寄り添い、食中酒に最適。 残暑の頃は冷やして爽やかに、気温が下がれば燗で温かみを楽しめる、温度帯を選ばず味わえる一本です。 〈賀茂鶴酒造 二号蔵杜氏 椋田茂 醸造〉 広島県産「雄町」100％使用 お隣の岡山県で生まれた酒米「,
賀茂鶴酒造,賀茂鶴,花咲かじいさん 純米吟醸 萌えいぶき,https://shop.kamotsuru.jp/SHOP/346441/346462/list.html,200.0,冷酒 / 燗酒 / 冷やして,"冷酒におすすめ 賀茂鶴 直営オンラインストア (function(w,d,s,l,i){w[l]=w[l]||[];w[l].push({'gtm.start': new Date().getTime(),event:'gtm.js'});var f=d.getElementsByTagName(s)[0], j=d.createElement(s),dl= ||  価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,0",
賀茂鶴酒造,賀茂鶴,豊醇冷酒,https://shop.kamotsuru.jp/SHOP/346437/346505/list.html,200.0,冷酒 / 燗酒 / 冷やして,"豊醇冷酒 賀茂鶴 直営オンラインストア (function(w,d,s,l,i){w[l]=w[l]||[];w[l].push({'gtm.start': new Date().getTime(),event:'gtm.js'});var f=d.getElementsByTagName(s)[0], j=d.createElement(s),dl=l!='d ||  価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10",
賀茂鶴酒造,賀茂鶴,賀茂鶴 光壽,https://shop.kamotsuru.jp/SHOP/kouju750.html,200.0,飲み頃 / 冷酒 / 常温 / ぬる燗 / 燗酒,内二次発酵純米酒 ■内容量 750ml ■アルコール分 10度以上11度未満 ■原材料名 米（広島県産）、米こうじ（広島県産米） ■原料米 山田錦100% ■精米歩合 28％ 【 飲み頃温度／冷温 ◎・常温 〇・ぬる燗 ー・上燗 ー 】 ご注意 受注生産品 商品到着まで少しだけお時間を頂戴します。ご注文から2営業日以降の出荷です。 到着後は冷蔵庫へ 常温で発送可能なよう商品設計しています。お客様へは常温配送させていただきますが、商品到着後は冷蔵庫で保存をお勧めします。 ひと月,
賀茂鶴酒造,賀茂鶴,金紋,https://shop.kamotsuru.jp/SHOP/kinmon1800.html,200.0,冷酒 / 燗酒,"酒 グッズ・食品 価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,000円 10,001円以上 シーンから探す ギフト 冷酒にオススメ 燗酒にオススメ 祝宴・晴れの席 ご結婚・結納 父の日 母の日 コンテスト受賞酒 バレンタイン 奉献酒（御供・棟上げ） 就職祝いや退職・昇進・栄転など ブランドから探す 大吟醸 賀茂鶴天凛 大吟醸 吟凛雅 スパークリング清酒 賀茂鶴光壽 純米大吟醸 瑞兆賀茂鶴 大吟醸 吉祥賀茂鶴 大吟",
賀茂鶴酒造,賀茂鶴,青冴え 2026 純米吟醸生原酒,https://shop.kamotsuru.jp/SHOP/346441/346462/list.html,200.0,冷酒 / 燗酒 / 冷やして,"冷酒におすすめ 賀茂鶴 直営オンラインストア (function(w,d,s,l,i){w[l]=w[l]||[];w[l].push({'gtm.start': new Date().getTime(),event:'gtm.js'});var f=d.getElementsByTagName(s)[0], j=d.createElement(s),dl= ||  価格から探す 1,000円以下 1,001円～3,000円 3,001円～5,000円 5,001円～10,0",
賀茂鶴酒造,酒中在心,酒中在心 橙 純米吟醸 生もと 八反35号,https://shop.kamotsuru.jp/SHOP/shutyuzaishin-daidai_1800.html,200.0,飲み頃 / 冷酒 / 常温 / ぬる燗 / 燗酒,手法の一つです。 「生もと造り」の工程の一つ「もと擦り」は桶の中の蒸し米と麹を2人1組になってすり潰す、骨の折れる重労働。 2号蔵の醸造社員が寒さに耐え、作業をこなしました。 【 飲み頃温度／冷温 ◎・常温 ◎・ぬる燗 ○・上燗 ー 】 内容量：720ml アルコール分：16度以上17度未満 原材料名：米(広島県産)、米こうじ(広島県産米) 精米歩合：60％ 原料米：八反35号 100% 賀茂鶴の酒造り 「賀茂鶴が追及する “アマ・カラ・ピン・ウマ”」 賀茂鶴酒造の蔵には1枚,
賀茂鶴酒造,酒中在心,酒中在心 茜 純米酒 広島錦,https://shop.kamotsuru.jp/SHOP/shutyuzaishin-akane_1800.html,200.0,飲み頃 / 冷酒 / 常温 / ぬる燗 / 燗酒,なる特徴でしたが、背が高く倒れやすいなどの理由から栽培されなくなりました。賀茂鶴酒造は、その芳醇な味わいを求め、高宮地区の委託農家様のご協力のもと「広島錦」を復活させました。 【 飲み頃温度／冷温 ー・常温 △・ぬる燗 ○・上燗 ◎ 】 ぬる燗で優しく、温めるごとにキレが増す「燗上がり純米酒」です。 ふくらみと奥行きがある味わいをお楽しみください。 ・内容量：1.8L ・アルコール分：15度以上16度未満 ・原材料名：米（広島県産）、米こうじ（広島県産米） ・原料米：広島錦1,
賀茂鶴酒造,酒中在心,酒中在心 藍 特別純米酒 生もと 雄町,https://shop.kamotsuru.jp/SHOP/shutyuzaishin-ai_1800.html,200.0,飲み頃 / 冷酒 / 常温 / ぬる燗 / 燗酒,手法の一つです。 「生もと造り」の工程の一つ「もと擦り」は桶の中の蒸し米と麹を2人1組になってすり潰す、骨の折れる重労働。 2号蔵の醸造社員が寒さに耐え、作業をこなしました。 【 飲み頃温度／冷温○ ・常温◎・ぬる燗○・上燗ー 】 内容量：720ｍｌ アルコール分：16度以上17度未満 原材料名：米(広島県産)、米こうじ(広島県産米) 精米歩合：60％ 原料米：雄町 100% 賀茂鶴の酒造り 「賀茂鶴が追及する “アマ・カラ・ピン・ウマ”」 賀茂鶴酒造の蔵には1枚の文章が入っ,
賀茂鶴酒造,酒中在心,酒中在心 鶯 純米大吟醸 山田錦,https://shop.kamotsuru.jp/SHOP/shutyuzaishin-uguisu_720.html,200.0,飲み頃 / 冷酒 / 常温 / ぬる燗 / 燗酒,区の田畑を潤わせます。水・日照・昼夜の温度差などの自然条件に恵まれ、稲作が盛んな地域で平成４年東広島市酒米栽培酔心協議会が立ち上がり、山田錦の栽培が行われるようになりました。 【 飲み頃温度／冷温◎・常温○ ・ぬる燗ー・上燗ー 】 葡萄を連想させる華やかな香りと膨らみある米の旨味。 盃を重ねるごとに「旨味が増す純米大吟醸」です。 内容量：720ｍｌ アルコール分：16度以上17度未満 原材料名：米(広島県産)、米こうじ(広島県産米) 精米歩合：38％ 原料米：山田錦 100%,
金光酒造,桜吹雪,桜吹雪 特別純米うすにごり生,https://www.kamokin.com/line_up/Limited/limited.html,200.0,燗酒 / ロック / 冷やして,"当たりと程よい酸味が調和した、丸みのあるお酒に仕上がっています。お燗もgood! ※販売開始時期 9月上旬 720㎖ 1,958円（税込） 1.8ℓ 3,476円（税込） 純米 お燗酒 原材料名／米（国産） 米こうじ（国産米） 精米歩合／麹米 60% 掛米 65% アルコール分／15度 冬の限定酒。 寒い冬はやっぱりお燗！ しっかりとした味わいのあるお酒です。 ※販売開始時期 10月中旬 720ml 無し 1.8ℓ 2,948円（税込） Message About Us Co",
金光酒造,賀茂金秀,賀茂金秀 SUITOH,https://www.kamokin.com/line_up/Limited/limited.html,200.0,燗酒 / ロック / 冷やして,"当たりと程よい酸味が調和した、丸みのあるお酒に仕上がっています。お燗もgood! ※販売開始時期 9月上旬 720㎖ 1,958円（税込） 1.8ℓ 3,476円（税込） 純米 お燗酒 原材料名／米（国産） 米こうじ（国産米） 精米歩合／麹米 60% 掛米 65% アルコール分／15度 冬の限定酒。 寒い冬はやっぱりお燗！ しっかりとした味わいのあるお酒です。 ※販売開始時期 10月中旬 720ml 無し 1.8ℓ 2,948円（税込） Message About Us Co",
金光酒造,賀茂金秀,賀茂金秀 特別純米,https://www.kamokin.com/line_up/regular.html,200.0,ロック,===== 年齢確認ポップアップ（BiNDup「ページ設定 > スクリプトと詳細設定」貼り付け用） このコード一式を、head内に挿入するタグの欄にそのまま貼り付けてください。 ブロックエディタの「カスタムタグ」には貼り付けないでください。 ============================================================ */ (function () { // ---- 設定項目 ---------------------------,
金光酒造,賀茂金秀,賀茂金秀 特別純米 秋あがり,https://www.kamokin.com/line_up/Limited/limited.html,200.0,燗酒 / ロック / 冷やして,"当たりと程よい酸味が調和した、丸みのあるお酒に仕上がっています。お燗もgood! ※販売開始時期 9月上旬 720㎖ 1,958円（税込） 1.8ℓ 3,476円（税込） 純米 お燗酒 原材料名／米（国産） 米こうじ（国産米） 精米歩合／麹米 60% 掛米 65% アルコール分／15度 冬の限定酒。 寒い冬はやっぱりお燗！ しっかりとした味わいのあるお酒です。 ※販売開始時期 10月中旬 720ml 無し 1.8ℓ 2,948円（税込） Message About Us Co",
金光酒造,賀茂金秀,賀茂金秀 純米 お燗酒,https://www.kamokin.com/line_up/Limited/limited.html,200.0,燗酒 / ロック / 冷やして,"当たりと程よい酸味が調和した、丸みのあるお酒に仕上がっています。お燗もgood! ※販売開始時期 9月上旬 720㎖ 1,958円（税込） 1.8ℓ 3,476円（税込） 純米 お燗酒 原材料名／米（国産） 米こうじ（国産米） 精米歩合／麹米 60% 掛米 65% アルコール分／15度 冬の限定酒。 寒い冬はやっぱりお燗！ しっかりとした味わいのあるお酒です。 ※販売開始時期 10月中旬 720ml 無し 1.8ℓ 2,948円（税込） Message About Us Co",
金光酒造,賀茂金秀,賀茂金秀 純米しぼりたて生,https://www.kamokin.com/line_up/Limited/limited.html,200.0,燗酒 / ロック / 冷やして,"当たりと程よい酸味が調和した、丸みのあるお酒に仕上がっています。お燗もgood! ※販売開始時期 9月上旬 720㎖ 1,958円（税込） 1.8ℓ 3,476円（税込） 純米 お燗酒 原材料名／米（国産） 米こうじ（国産米） 精米歩合／麹米 60% 掛米 65% アルコール分／15度 冬の限定酒。 寒い冬はやっぱりお燗！ しっかりとした味わいのあるお酒です。 ※販売開始時期 10月中旬 720ml 無し 1.8ℓ 2,948円（税込） Message About Us Co",
